Genre,EU_Sales
Action,524.9999999999854
Adventure,64.13000000000008
Fighting,101.32000000000025
Misc,215.98000000000036
Platform,201.63000000000017
Puzzle,50.77999999999998
Racing,238.39000000000024
Role-Playing,188.06000000000031
Shooter,313.2699999999967
Simulation,113.3800000000002
Sports,376.84999999999457
Strategy,45.34000000000005
